据　	<font size='+3'>据　</font><br><br>(11 strokes)<br>キョ；す（える・わる）<br><br>As per 居 (phonosemantic element)  (settle/set in place) + 手 hand/action indicator (for emphasis/clarification) → <i>set</i>; <i>place</i>; <i>settle down to</i>; <i>settle upon</i>.
湖　	<font size='+3'>湖　</font><br><br>(12 strokes)<br>コ；みずうみ<br><br>As per 胡 (phonosemantic element)  (rough, covering substance) + 水 water → (originally, a silted) <i>lake</i>. Now a lake in the general sense of the word.
戸　	<font size='+3'>戸　</font><br><br>(4 strokes)<br>コ；と<br><br>Originally the left half of 門 gate, representing a rectangular <i>door</i> → <i>household</i>; <i>counter for houses</i>.
雇　	<font size='+3'>雇　</font><br><br>(12 strokes)<br>コ；やと（い・う）<br><br>戸 (phonosemantic element)  door + 隹 short, squat bird → caged bird → <i>employ</i>; <i>hire</i> (from:  workers likened to caged birds). <i>Pay</i> is an extended meaning (from:  provide funds to keep the services of an employee).
顧　	<font size='+3'>顧　</font><br><br>(21 strokes)<br>コ；かえり（みる）<br><br>As per 雇 (phonosemantic element)  (caged bird) + 頁 head → caged bird looking about nervously (compare 瞿) → <i>look back</i> → <i>consider</i>; <i>review</i>; <i>reflect on</i>; <i>take note of</i>; <i>pay attention to</i>.
姑	<font size='+3'>姑</font><br><br>(8 strokes)<br>コ；しゅうとめ<br><br>古 (phonosemantic element)  old + 女 woman → aged woman → <i>mother-in-law</i> (mother of one's husband); <i>aunt</i> (sister of one's father). <i>For the time being</i> is a borrowed meaning.
怙　	<font size='+3'>怙　</font><br><br>(8 strokes)<br>コ<br><br>古 (phonosemantic element)  old + 心 heart/emotions → something old on which one can <i>rely/depend</i> → <i>parent</i>.
沽　	<font size='+3'>沽　</font><br><br>(8 strokes)<br>コ<br><br>古 (phonosemantic element)  hard; dried out + 水 water → drought-prone body of water. <i>Buy</i> and <i>sell</i> are borrowed meanings, via 估.
詁	<font size='+3'>詁</font><br><br>(12 strokes)<br>コ<br><br>古 (phonosemantic element)  old + 言 words → <i>old language/term</i> → <i>meaning of an old term</i>; <i>interpret an old term/text</i>.
辜　	<font size='+3'>辜　</font><br><br>(12 strokes)<br>コ<br><br>古 (phonosemantic element)  hard; dried out + 辛 (cutting tool → punish) → severe (= hard) punishment for a <i>crime</i>.
胡	<font size='+3'>胡</font><br><br>(9 strokes)<br>ゴ；コ；ウ<br><br>古 (phonosemantic element)  hard; dried out + 肉 flesh → rough, dry beard covering the jowls → <i>barbarian</i> (from:  bearded foreigner) → <i>of foreign origin</i> (from:  barbarian foreigners). Compare 蕃.
葫	<font size='+3'>葫</font><br><br>(12 strokes)<br>コ；にんにく<br><br>As per 胡 (phonosemantic element)  (rough, covering substance) + 艸 grass/plant → type of vegetation with a rough surface. In Japanese, 葫 refers to <i>garlic</i>.
瑚　	<font size='+3'>瑚　</font><br><br>(13 strokes)<br>ゴ；コ<br><br>As per 胡 (phonosemantic element)  (rough, covering substance) + 玉 jewel → jewel-encrusted, ritual <i>food stand</i>. The compound 珊瑚 refers to coral.
糊　	<font size='+3'>糊　</font><br><br>(15 strokes)<br>コ；のり<br><br>As per 胡 (phonosemantic element)  (rough, covering substance) + 米 rice → rice <i>paste</i> used as a rough, covering substance → <i>paste on</i>; <i>starch</i>.
醐　	<font size='+3'>醐　</font><br><br>(16 strokes)<br>ゴ<br><br>As per 胡 (phonosemantic element)  (rough, covering substance) + 酉 alcohol container (→ fermentation) → butterfat (covering milk) → <i>butter cream</i>.
涸　	<font size='+3'>涸　</font><br><br>(11 strokes)<br>コ；か（らす・れる）<br><br>As per 固 (phonosemantic element)  (hardened/hard object) + 水 water → water that has evaporated, leaving an object dried up and hardened → <i>dry up</i> → <i>exhaust</i>.
痼　	<font size='+3'>痼　</font><br><br>(13 strokes)<br>コ<br><br>As per 固 (phonosemantic element)  (hardened/hard object) + 疒 illness → <i>chronic illness</i> (causing the body to harden).
錮　	<font size='+3'>錮　</font><br><br>(16 strokes)<br>コ<br><br>As per 固 (phonosemantic element)  (hardened/hard object) + 金 metal → (of the cracks/grooves of a mold) <i>fill with molten metal</i>, which hardens to create a unified object → <i>confine</i>.
倨　	<font size='+3'>倨　</font><br><br>(10 strokes)<br>キョ<br><br>As per 居 (phonosemantic element)  (settle/set in place) + 人 person → person actually or figuratively settled in place and possessed of an <i>arrogant</i> attitude. Compare 踞.
裾　	<font size='+3'>裾　</font><br><br>(13 strokes)<br>キョ；すそ<br><br>As per 居 (phonosemantic element)  (settle/set in place) + 衣 clothing → <i>hem</i> of a skirt or <i>cuff</i> of trousers (from:  end point of a garment where the fabric gathers/settles). <i>Foot of a mountain</i> is via a Japanese extension of the sense of this character.
踞　	<font size='+3'>踞　</font><br><br>(15 strokes)<br>キョ；うずくま（る）<br><br>As per 居 (phonosemantic element)  (settle/set in place) + 足 leg/foot → <i>crouch</i>; <i>squat</i>. <i>Arrogant</i> is a borrowed meaning, via 倨.
鋸　	<font size='+3'>鋸　</font><br><br>(16 strokes)<br>キョ；のこぎり<br><br>As per 居 (phonosemantic element)  (settle/set in place) + 金 metal → the set teeth of a <i>saw</i>.
貉　	<font size='+3'>貉　</font><br><br>(13 strokes)<br>カク；むじな<br><br>As per 各 (phonosemantic element)  (hard) + 豸 animal that ambles along the ground → slow-moving animal with a ferocious (= hard) bite → <i>badger</i>. The variant form 狢 replaces 豸 with 犬 dog/beast.
扈	<font size='+3'>扈</font><br><br>(11 strokes)<br>コ<br><br>As per 邑 (kneel and spread arms in obeisance) + 戸 (phonosemantic element)  door → retinue of prostrate subjects attending by a door → <i>obey</i>; <i>follow</i>.
估	<font size='+3'>估</font><br><br>(7 strokes)<br>コ<br><br>古 (phonosemantic element)  old + 人 person → vendor of old goods → <i>merchant</i> → <i>sell</i>; <i>price</i>; <i>evaluate</i>.
罟　	<font size='+3'>罟　</font><br><br>(10 strokes)<br>コ；あみ<br><br>古 (phonosemantic element)  hard; dried out + 罒 net → hard, dried out <i>net</i>.
凅	<font size='+3'>凅</font><br><br>(10 strokes)<br>コ；こお（る）<br><br>As per 固 (phonosemantic element)  (hardened object) + 氷 ice → <i>freeze</i>.
餬　	<font size='+3'>餬　</font><br><br>(18 strokes)<br>コ<br><br>As per 胡 (phonosemantic element)  (rough, covering substance) + 食 food/eating → <i>rice porridge</i> (from:  poor/rough food) → <i>live on rice porridge</i> (in poverty).
岵　	<font size='+3'>岵　</font><br><br>(8 strokes)<br>コ<br><br>古 (phonosemantic element)  hard; dried out + 山 mountain → <i>hill</i>/mountain covered with hard rocks.
酤	<font size='+3'>酤</font><br><br>(12 strokes)<br>コ；ひとよざけ<br><br>古 here an abbreviated form (phonosemantic element)  of 苦 bitter + 酉 alcohol container → bitter <i>liquor</i>. <i>Alcohol vendor</i> is a borrowed meaning, influenced by 估 merchant.
鈷　	<font size='+3'>鈷　</font><br><br>(13 strokes)<br>コ<br><br>古 (phonosemantic element)  hard; dried out + 金 metal → hard piece of cast metal → <i>cobalt</i>.
楛　	<font size='+3'>楛　</font><br><br>(12 strokes)<br>コ<br><br>苦 (phonosemantic element)  bitter + 木 tree/wood → <i>coarse-barked tree</i>, painful to the touch → <i>coarse</i>.
盬	<font size='+3'>盬</font><br><br>(18 strokes)<br>コ；しお；もろ（い）<br><br>古 (phonosemantic element)  hard; dried out + an abbreviated form of 鹽 salt → <i>rock salt</i> → <i>land or waters from which salt is extracted</i>. Also, <i>brittle</i> (from:  crumbly piece of salt).
嘏	<font size='+3'>嘏</font><br><br>(14 strokes)<br>カ；ケ；さいわ（い）<br><br>As per 叚 (overlay) + 古 here an abbreviated form (phonosemantic element)  of 祜 prosperity; happiness → <i>prosperity</i>; <i>happiness</i> → <i>great/large</i> (from:  figurative, overlapping layers of prosperity/felicity).
蝴	<font size='+3'>蝴</font><br><br>(15 strokes)<br>コ<br><br>As per 胡 (phonosemantic element)  (rough, covering substance) + 虫 insect/creature → insect/creature with a rough covering substance. The compound 蝴蝶 (sometimes written 胡蝶) refers to a butterfly.
祜	<font size='+3'>祜</font><br><br>(10 strokes)<br>コ；さいわ（い）<br><br>古 (phonosemantic element)  old + 示 altar/the supernatural → <i>prosperity</i> and <i>happiness</i> bestowed by the heavens (accruing from proper veneration of ancestors).
呉	<font size='+3'>呉</font><br><br>(7 strokes)<br>ゴ<br><br>The relevant seal inscription form is 口 (phonosemantic element)  mouth + a head leaning forward → mouths figuratively intersecting in rowdy conversation. The pronunciation of the character simulates the sound of animated conversation, or quarreling. The ancient Chinese kingdom of Wu (Japanese: <i>Go</i>) is a borrowed meaning → <i>China</i>.
娯	<font size='+3'>娯</font><br><br>(10 strokes)<br>ゴ<br><br>As per 呉 (phonosemantic element)  (rowdy) + 女 woman → enjoy a woman in rowdy circumstances → <i>pleasure</i>; <i>enjoyment</i>. 娯 was devised to replace 呉.
虞	<font size='+3'>虞</font><br><br>(13 strokes)<br>グ；おそれ<br><br>As per 呉 (phonosemantic element)  (rowdy) + 虍 tiger → tigers locked in combat (compare 麌 and 牾). <i>Give careful thought to</i> is a borrowed meaning, as are <i>be anxious about</i>, <i>fear</i>, <i>apprehension</i> and
誤	<font size='+3'>誤</font><br><br>(14 strokes)<br>ゴ；あやま（り・る）<br><br>As per 呉 (phonosemantic element)  (rowdy) + 言 words → quarrel involving a <i>mistake</i> → <i>err</i>.
五	<font size='+3'>五</font><br><br>(4 strokes)<br>ゴ；いつ；いつ（つ）<br><br>The relevant oracle bone form of this character shows two crossing lines between two parallel lines. The meaning <i>five</i> may be connected with the idea that, when counting to ten on one hand, a person first counts to five, then crosses back the other way to reach ten.
